X,Y,Z,K
1.076,10.038,-5.1349,8.0
0.31327,8.5808,-4.2495,8.0
-0.99429,9.3844,-3.8273,8.0
0.14982,10.188,-2.7513,8.0
1.5663,9.8066,-2.0703,8.0
0.95342,8.7306,-1.8387,8.0
0.14982,7.5865,-1.4165,8.0
-0.0,6.5105,-1.1169,8.0
0.10896,5.9385,-1.0351,8.0
0.23155,6.3198,-1.2258,8.0
0.10896,7.0553,-1.2258,8.0
0.10896,8.1586,-0.76274,8.0
0.19068,9.0439,-0.040861,8.0
-0.38137,9.9156,0.42223,8.0
-0.91256,11.414,-0.0,8.0
-1.185,12.762,-0.72188,8.0
-1.2258,14.71,-0.19068,8.0
-0.14982,16.045,-0.0,8.0
0.88532,12.762,-1.7298,8.0
-2.8739,8.7306,-1.4982,13.0
-3.4051,8.8941,-0.14982,13.0
-2.4925,9.003,1.4982,13.0
-1.3757,8.5808,2.6423,13.0
-1.1169,7.8181,3.0237,13.0
-1.2258,6.6331,2.0294,13.0
-1.185,6.0202,0.92618,13.0
-1.6481,6.5514,1.3757,13.0
-2.5606,7.2733,2.0703,13.0
-2.8739,7.8181,2.5334,13.0
-2.7513,8.2812,3.1735,13.0
-1.7298,8.54,3.7592,13.0
-1.4165,9.6977,3.7865,13.0
-2.3699,10.569,4.9033,13.0
-2.2201,10.924,5.4073,13.0
-0.46309,12.953,3.7184,13.0
-1.1169,12.953,1.9886,13.0
-2.5606,10.379,0.46309,13.0
-0.23155,9.9973,-0.76274,13.0
1.1169,10.501,-0.040861,13.0
-0.53119,10.147,1.2667,13.0
-3.1735,8.8124,2.152,13.0
-3.909,6.9736,2.4517,13.0
-3.2144,5.8295,2.152,13.0
-2.6423,5.6252,1.6889,13.0
-1.9205,5.9793,1.8387,13.0
-1.5663,6.5514,2.7649,13.0
-1.4574,7.0145,3.1735,13.0
-1.6889,7.6955,4.0997,13.0
-2.4108,8.2403,3.9908,13.0
-3.0646,8.9213,3.337,13.0
-3.8682,9.9565,3.5958,13.0
-4.522,11.182,5.2166,13.0
-5.094,11.496,5.7886,13.0
-4.985,11.264,3.3778,13.0
-3.8273,11.455,1.9477,13.0
-3.3642,11.346,1.3076,13.0
-3.2144,9.5751,-0.29965,13.0
-3.4459,8.431,-0.99429,13.0
-3.2961,8.54,-0.27241,13.0
-2.5334,9.2755,1.5391,13.0
-2.0703,8.9213,2.6015,13.0
-2.1112,7.927,2.8739,13.0
-2.3427,6.9328,2.5606,13.0
-2.3018,6.2381,1.9477,13.0
-1.7979,6.279,0.72188,13.0
-1.9886,6.9736,0.99429,13.0
-2.6015,7.7364,2.261,13.0
-2.7241,8.3493,3.5685,13.0
-2.5334,8.54,4.2087,13.0
-1.9477,9.1529,4.4402,13.0
-1.7298,9.8884,4.9033,13.0
-2.7241,9.616,5.4345,13.0
-3.4051,6.1292,-1.3757,17.0
-2.4517,5.4754,-0.10896,17.0
-1.3348,5.094,1.2258,17.0
-1.076,4.9442,1.6889,17.0
-1.5255,6.3198,0.53119,17.0
-2.0294,7.8589,-0.081722,17.0
-2.9829,8.9213,-0.19068,17.0
-4.3994,10.311,-0.19068,17.0
-5.1757,10.692,0.14982,17.0
-7.1643,12.149,-0.76274,17.0
-9.7658,15.282,-1.4574,17.0
-8.431,13.293,-1.4574,17.0
-4.8216,8.7715,-0.76274,17.0
-3.2144,8.1177,-0.34051,17.0
-2.3018,11.686,1.6481,17.0
0.57205,15.241,1.5663,17.0
1.9886,10.651,-1.6481,17.0
-0.65378,5.8567,-2.0294,17.0
-2.2201,4.6037,-0.84446,17.0
-0.69464,4.7126,-0.91256,17.0
-0.23155,5.2847,-0.46309,17.0
-1.6072,5.5571,0.57205,17.0
-3.0646,6.4697,0.72188,17.0
-3.5958,7.8181,0.31327,17.0
-4.3994,8.7306,0.38137,17.0
-5.7069,9.6977,0.42223,17.0
-7.7364,10.76,0.84446,17.0
-10.76,11.918,1.2258,17.0
-13.103,13.757,-0.0,17.0
-10.76,11.986,-2.261,17.0
-6.279,9.112,-3.0237,17.0
-3.7865,9.4661,-0.29965,17.0
-1.2667,11.986,-1.6072,17.0
0.42223,11.373,-6.0202,17.0
-0.29965,9.0439,-5.0123,17.0
-1.0351,6.9736,-2.4108,17.0
-1.3076,5.6661,0.65378,17.0
-1.3076,4.9442,1.8387,17.0
-1.7298,4.9442,2.0294,17.0
-2.4517,6.0202,0.95342,17.0
-3.337,7.7364,-0.34051,17.0
-4.2087,8.5808,-0.53119,17.0
-5.3664,9.1529,-0.76274,17.0
-6.3198,10.079,-0.88532,17.0
-7.2052,10.924,-0.50395,17.0
-8.4719,13.062,-0.88532,17.0
-8.1177,14.438,-1.185,17.0
-5.1349,11.032,-0.76274,17.0
-2.9556,7.7364,0.10896,17.0
-2.6832,7.7772,0.50395,17.0
-3.4051,11.754,0.19068,17.0
-0.38137,15.854,0.46309,17.0
2.7241,12.108,0.65378,17.0
0.19068,6.5514,-0.27241,17.0
-0.91256,5.0123,-0.8036,17.0
-1.4982,4.3721,-0.42223,17.0
-1.9477,3.909,0.31327,17.0
-2.4108,4.3994,0.38137,17.0
-2.9556,5.2438,0.14982,17.0
-3.6775,6.7421,-0.61292,17.0
-2.3427,13.906,-1.0351,19.0
-1.6481,14.942,-0.99429,19.0
1.757,14.901,-1.7979,19.0
3.5958,10.733,-3.2961,19.0
2.7649,7.5048,-4.1406,19.0
2.4925,8.1995,-4.6718,19.0
1.1441,9.8066,-2.5334,19.0
-1.6889,10.12,0.081722,19.0
-1.6889,8.0496,-0.88532,19.0
-0.61292,6.279,-1.8796,19.0
-0.34051,5.7478,-1.185,19.0
-0.14982,6.4424,-0.10896,19.0
-0.14982,7.7772,0.50395,19.0
-0.040861,9.1937,0.76274,19.0
-0.29965,10.038,1.4165,19.0
-0.99429,9.7658,1.4982,19.0
-1.6072,9.9973,0.34051,19.0
-1.7298,11.645,-1.1441,19.0
-0.27241,13.253,0.10896,19.0
-0.29965,15.241,1.5391,19.0
-1.8387,14.369,-2.9556,19.0
-0.61292,10.501,-2.7922,19.0
-1.185,8.431,-2.6423,19.0
-2.4517,8.6898,-3.6775,19.0
-1.757,10.61,-3.1463,19.0
0.38137,10.733,-1.8796,19.0
0.65378,9.2346,-0.57205,19.0
-0.23155,7.1234,-0.14982,19.0
-0.88532,5.6252,-0.69464,19.0
-1.1441,5.5571,-1.4574,19.0
-1.1441,6.7012,-1.757,19.0
-1.3076,8.0496,-1.4982,19.0
-2.1384,9.3027,-0.57205,19.0
-2.7513,9.616,-0.0,19.0
-1.9886,9.4661,-0.23155,19.0
-1.2258,11.373,-0.69464,19.0
-0.8036,14.179,-1.1169,19.0
-1.4165,14.369,-0.91256,19.0
-0.69464,14.56,-1.185,19.0
2.152,13.184,-3.2553,19.0
3.2553,9.4253,-4.1406,19.0
2.7922,7.8589,-4.2087,19.0
2.5334,9.1937,-4.0589,19.0
-0.0,10.501,-1.8387,19.0
-1.9886,9.507,-0.76274,19.0
-1.185,7.3141,-1.4982,19.0
-0.65378,5.4345,-1.185,19.0
-0.23155,5.0531,-0.91256,19.0
0.19068,6.7012,-0.69464,19.0
0.42223,8.6898,-0.27241,19.0
0.081722,10.038,0.53119,19.0
-0.91256,10.379,1.3076,19.0
-1.3348,9.5751,0.38137,19.0
-1.3757,10.338,-0.91256,19.0
-0.99429,12.871,-1.3076,19.0
0.040861,13.866,0.38137,19.0
-1.6889,14.751,-0.0,19.0
-3.0646,13.566,-3.8273,19.0
-0.65378,9.1529,-4.4811,19.0
-0.38137,7.6683,-3.6775,19.0
-0.76274,10.038,-3.0237,19.0
-0.23155,11.346,-1.8387,19.0
0.34051,9.9973,-1.0351,19.0
0.10896,8.1177,-0.38137,19.0
-0.65378,6.4697,-0.34051,19.0
-0.88532,5.598,-0.95342,19.0
-0.88532,5.7886,-1.3076,19.0
-0.69464,6.7829,-1.3076,19.0
-0.91256,8.1586,-0.88532,19.0
-1.8387,9.5342,-0.081722,19.0
-1.9205,9.8884,0.27241,19.0
-1.3757,11.114,0.040861,19.0
-0.84446,13.866,-0.19068,19.0
-0.91256,13.988,-0.76274,19.0
-3.0646,5.4073,0.72188,7.0
-3.4868,6.2381,0.46309,7.0
-3.4868,7.3141,0.31327,7.0
-3.2144,8.0088,0.38137,7.0
-3.6775,9.3844,0.27241,7.0
-4.0589,11.564,-0.19068,7.0
-4.7944,12.98,0.61292,7.0
-5.4754,12.34,2.833,7.0
-5.7478,12.531,2.7241,7.0
-3.7865,11.986,-0.38137,7.0
-1.1169,8.3901,-2.4108,7.0
-1.0351,10.651,-1.5255,7.0
-0.84446,12.912,-1.2258,7.0
-0.88532,11.346,-2.0703,7.0
-0.88532,8.5808,-0.76274,7.0
-1.1441,6.6604,-0.10896,7.0
-1.6481,5.0123,0.57205,7.0
-2.2201,4.2087,1.4574,7.0
-2.4517,4.3994,1.8387,7.0
-2.261,5.8567,1.1441,7.0
-1.8387,7.4367,0.31327,7.0
-2.3427,8.6625,-0.14982,7.0
-3.3642,9.7658,0.040861,7.0
-4.3994,11.305,0.081722,7.0
-5.6252,12.953,0.31327,7.0
-6.7421,12.027,2.3427,7.0
-7.4367,12.912,3.4868,7.0
-4.7535,10.501,1.3348,7.0
-4.1406,9.6977,-0.69464,7.0
-5.3664,11.496,-0.61292,7.0
-2.1793,11.141,-4.5628,7.0
0.10896,11.114,-4.7126,7.0
-1.6889,7.8589,-0.50395,7.0
-2.9148,4.8216,1.3348,7.0
-2.9829,4.2904,0.57205,7.0
-2.6015,4.6309,0.46309,7.0
-2.4108,5.5571,1.4982,7.0
-2.4108,6.4016,2.0294,7.0
-3.2553,7.464,2.3018,7.0
-4.985,9.0848,1.6481,7.0
-5.9793,10.842,0.84446,7.0
-5.4073,12.531,0.42223,7.0
-4.8625,11.795,0.57205,7.0
-5.7478,13.021,-0.34051,7.0
-4.9033,12.149,-0.34051,7.0
-3.7184,7.4367,0.23155,7.0
-3.1735,7.5048,-0.23155,7.0
-2.6832,10.311,-0.65378,7.0
0.14982,12.49,-0.53119,7.0
-0.14982,10.569,1.7298,7.0
-0.65378,7.246,2.2201,7.0
-0.69464,5.598,2.261,7.0
-1.5255,4.9442,2.833,7.0
-2.6015,4.6037,2.4108,7.0
-3.4051,5.4073,1.6072,7.0
-4.522,6.5105,-0.10896,7.0
-5.1349,7.6683,-0.42223,7.0
-5.8976,8.6625,-0.50395,7.0
-7.0417,10.038,-0.081722,7.0
-7.9679,10.842,-0.14982,7.0
-7.5457,10.801,-0.081722,7.0
-7.0417,12.299,-0.081722,7.0
-3.8273,11.141,-1.2258,7.0
-1.1441,9.0848,-0.53119,7.0
-1.9886,10.12,-0.0,7.0
-2.7922,10.883,-1.3348,7.0
-2.261,9.3027,-0.91256,7.0
-2.5606,6.9328,0.46309,7.0
-2.6015,5.6252,1.6072,7.0
-2.7513,5.3256,1.2667,7.0
-2.8739,5.6661,0.081722,7.0
-2.5606,11.073,6.5105,13.0
-1.6072,10.569,4.7535,13.0
-0.76274,11.182,3.2553,13.0
-0.8036,11.114,1.2667,13.0
-2.1793,10.311,0.27241,13.0
-3.2553,9.2346,1.3076,13.0
-2.833,9.0848,3.3778,13.0
-1.9886,8.6217,4.1814,13.0
-1.4982,7.6274,3.8273,13.0
-1.2258,6.3198,2.8739,13.0
-1.1169,5.5162,2.0703,13.0
-0.99429,5.7069,1.6889,13.0
-1.4574,6.5105,1.9477,13.0
-2.1384,7.2733,3.5685,13.0
-2.5606,7.6274,4.8625,13.0
-2.3018,8.431,5.1757,13.0
-1.4982,9.507,5.2166,13.0
-1.076,10.569,5.9385,13.0
-1.8796,11.223,6.6331,13.0
-2.6423,11.032,6.0202,13.0
-2.1112,10.501,4.2087,13.0
-0.8036,9.003,2.1112,13.0
0.53119,8.6625,0.84446,13.0
1.5391,10.338,2.3699,13.0
-0.081722,10.842,4.2087,13.0
-2.1112,9.8066,4.018,13.0
-2.3427,8.54,2.9829,13.0
-2.1112,7.2052,2.4517,13.0
-1.7979,6.4016,2.5606,13.0
-1.2667,6.3198,2.833,13.0
-0.8036,6.4016,2.8739,13.0
-0.69464,6.8919,3.2553,13.0
-0.8036,7.3141,3.7592,13.0
-1.2258,7.8181,4.0589,13.0
-2.0703,9.0439,4.4402,13.0
-2.3699,10.038,5.2166,13.0
-1.6481,10.42,6.3607,13.0
-1.9477,10.569,6.7012,13.0
-2.6423,10.079,5.0123,13.0
-3.1054,10.42,2.5334,13.0
-2.9829,10.338,0.84446,13.0
-3.2553,10.42,0.53119,13.0
-3.5277,10.038,1.4574,13.0
-2.6832,10.12,3.6366,13.0
-1.5255,8.9622,4.7535,13.0
-1.2667,7.2052,4.018,13.0
-1.3348,5.598,2.7241,13.0
-1.7298,4.7944,1.7298,13.0
-2.1384,5.1757,1.185,13.0
-2.3018,6.6331,2.2201,13.0
-2.8739,7.927,3.4868,13.0
-3.4459,8.6217,4.6718,13.0
-3.0237,9.1937,4.9033,13.0
-2.2201,9.5342,4.9442,13.0
-2.4517,10.079,5.598,13.0
-3.1463,11.182,6.17,13.0
-3.2144,11.754,5.9385,13.0
-2.3018,11.141,3.909,13.0
-0.14982,9.1937,1.4574,13.0
1.6889,8.7306,0.31327,13.0
2.261,9.6977,2.2201,13.0
-0.0,9.8066,3.8682,13.0
-2.2201,9.003,3.2961,13.0
-7.464,4.7944,0.53119,17.0
-4.9033,3.3778,-0.14982,17.0
-2.4108,3.4459,-0.84446,17.0
-1.8796,5.2438,-1.3348,17.0
-1.4574,6.9736,-0.57205,17.0
-2.8739,8.3901,1.3757,17.0
-4.7126,9.5751,2.261,17.0
-6.5514,8.9213,0.84446,17.0
-6.5514,9.3844,0.19068,17.0
-6.4697,11.073,0.72188,17.0
-7.246,12.83,0.31327,17.0
-8.2403,13.021,-0.46309,17.0
-7.5457,11.223,-0.50395,17.0
-5.7478,9.3027,-0.88532,17.0
-4.1814,7.1234,-3.2144,17.0
-3.9771,6.279,-5.094,17.0
-4.3721,6.8919,-6.2381,17.0
-4.0589,7.355,-4.7944,17.0
-4.1406,7.6683,-0.57205,17.0
-4.1814,7.5048,1.9205,17.0
-3.2553,6.7421,2.0294,17.0
-2.5334,6.4016,0.65378,17.0
-2.7513,6.3198,-1.4574,17.0
-4.4402,6.4016,-2.8739,17.0
-5.4345,6.8919,-2.0294,17.0
-5.6252,8.0496,0.081722,17.0
-6.0883,9.6977,1.8387,17.0
-5.9793,10.379,1.9477,17.0
-7.2733,11.496,0.61292,17.0
-8.8805,13.402,-1.1169,17.0
-7.0145,12.108,-1.5255,17.0
-4.5901,9.6977,-0.99429,17.0
-2.1384,8.7306,-2.2201,17.0
0.72188,8.6898,-4.2495,17.0
0.31327,9.2346,-1.4165,17.0
-3.0237,9.0439,0.34051,17.0
-4.7126,7.1643,0.27241,17.0
-4.0997,5.0531,-0.14982,17.0
-3.5685,4.018,-0.19068,17.0
-2.7513,4.3313,-0.65378,17.0
-2.9556,5.6252,-0.42223,17.0
-3.909,7.2052,0.99429,17.0
-5.1757,8.0088,1.9205,17.0
-5.9385,8.3901,1.185,17.0
-6.6604,9.2346,0.53119,17.0
-7.0145,10.311,0.69464,17.0
-7.0417,12.721,-0.081722,17.0
-8.8124,14.288,-0.29965,17.0
-8.6217,12.49,-0.91256,17.0
-6.6604,9.8884,-1.757,17.0
-5.7069,6.9736,-3.3642,17.0
-5.7069,6.2109,-5.4345,17.0
-4.4811,6.7012,-7.6274,17.0
-4.0589,7.1234,-4.3313,17.0
-3.9771,7.7772,0.53119,17.0
-3.7865,7.355,2.833,17.0
-3.5685,5.598,2.8739,17.0
-3.6366,4.2904,1.5391,17.0
-3.909,3.9908,-0.27241,17.0
-4.9033,4.522,-2.0294,17.0
-5.8976,6.0202,-1.4982,17.0
-5.8159,8.0769,1.4165,17.0
-5.2847,9.6977,2.1112,17.0
0.10896,9.112,-0.61292,19.0
-0.29965,9.3027,-0.0,19.0
-0.95342,9.3027,0.23155,19.0
-1.3757,9.6977,-0.42223,19.0
-1.3348,11.877,-0.84446,19.0
-0.081722,13.634,0.14982,19.0
-0.29965,13.866,0.84446,19.0
-2.0703,12.83,-1.7979,19.0
-1.4574,10.529,-2.8739,19.0
-1.2667,8.5808,-2.9556,19.0
-1.9886,9.4253,-3.2961,19.0
-0.99429,12.599,-2.5606,19.0
0.14982,11.182,-0.76274,19.0
-0.23155,8.4991,0.19068,19.0
-0.76274,6.2109,-0.27241,19.0
-0.99429,4.6309,-1.076,19.0
-1.0351,4.2087,-1.5663,19.0
-1.0351,5.4073,-1.5663,19.0
-1.4982,7.9679,-0.95342,19.0
-2.5606,10.42,-0.10896,19.0
-2.4108,11.182,-0.14982,19.0
-0.88532,10.651,-0.46309,19.0
-0.29965,12.108,0.081722,19.0
-1.5255,13.593,-0.29965,19.0
-2.6423,12.871,-0.57205,19.0
0.34051,13.825,-0.50395,19.0
4.1814,12.572,-2.0703,19.0
3.6366,8.6898,-3.4051,19.0
1.6072,8.7306,-3.8273,19.0
0.27241,11.073,-3.0646,19.0
-1.3076,11.182,-0.99429,19.0
-2.3699,9.003,-0.99429,19.0
-2.1384,6.6604,-1.1441,19.0
-1.5663,5.5571,-0.19068,19.0
-0.29965,6.0883,-0.0,19.0
0.50395,7.2733,-0.27241,19.0
0.10896,8.9213,0.42223,19.0
-0.38137,9.9156,0.50395,19.0
-0.61292,10.038,0.84446,19.0
-1.4165,10.27,0.46309,19.0
-1.5663,11.223,-1.1169,19.0
-0.14982,12.299,0.19068,19.0
-1.2667,13.184,0.72188,19.0
-3.5277,12.953,-2.7241,19.0
-1.6072,10.038,-3.0646,19.0
-1.1441,9.616,-3.5685,19.0
-1.8387,12.79,-3.1054,19.0
-0.23155,13.253,-2.0294,19.0
0.84446,11.073,-0.88532,19.0
0.38137,8.6625,1.2258,19.0
-0.53119,5.9385,0.8036,19.0
-0.91256,3.7865,-0.95342,19.0
-1.3348,3.5958,-1.9205,19.0
-1.5255,5.5162,-1.9477,19.0
-1.8387,8.6898,-0.72188,19.0
-2.0294,10.733,0.50395,19.0
-1.6481,10.46,0.46309,19.0
-0.46309,11.414,0.53119,19.0
-0.081722,13.144,0.65378,19.0
-1.6889,12.83,0.23155,19.0
-1.5663,14.288,-0.23155,19.0
1.7979,13.757,-2.6832,19.0
3.8273,9.616,-4.2904,19.0
3.9499,9.3027,-4.2087,19.0
3.5685,11.346,-4.0997,19.0
0.76274,11.264,-1.4574,19.0
-1.3757,9.2346,-0.53119,19.0
-1.2258,7.0145,-1.4574,19.0
-0.46309,6.17,-0.91256,19.0
-0.23155,6.17,0.92618,19.0
-0.14982,6.8238,0.31327,19.0
-0.53119,8.4719,0.72188,19.0
-1.1169,9.1937,1.3757,19.0
-7.7364,8.7715,-1.6481,3.0
-8.9622,9.6568,-0.50395,3.0
-9.4934,10.501,-1.076,3.0
-8.8124,10.924,-3.3642,3.0
-6.8238,10.229,-4.3313,3.0
-4.2904,8.7715,-3.5685,3.0
-3.6366,8.3084,-3.0237,3.0
-4.3313,7.927,-1.9205,3.0
-3.9771,7.2052,-0.8036,3.0
-2.9556,6.5514,-0.72188,3.0
-3.0646,5.8976,-1.6481,3.0
-3.4459,4.4402,-1.076,3.0
-3.5958,4.2904,-0.72188,3.0
-3.7592,5.3256,-0.99429,3.0
-4.2495,6.8238,-0.65378,3.0
-4.985,8.0088,-0.14982,3.0
-6.17,8.6898,0.040861,3.0
-7.0417,9.3027,-0.61292,3.0
-7.927,9.9973,-0.95342,3.0
-8.4719,10.379,-1.3757,3.0
-8.6217,10.61,-3.337,3.0
-7.5048,10.311,-5.4754,3.0
-5.7886,8.8532,-6.0883,3.0
-5.203,7.355,-4.6718,3.0
-6.0202,6.279,-3.8682,3.0
-5.8976,6.9736,-4.1406,3.0
-4.1406,6.3607,-2.7241,3.0
-3.4051,5.2166,-0.27241,3.0
-3.8273,4.2904,-0.0,3.0
-4.3313,4.2904,-1.1441,3.0
-4.7126,4.4811,-2.4108,3.0
-5.0123,5.1349,-3.0646,3.0
-5.9385,6.0202,-2.3699,3.0
-7.0145,7.1643,-1.6481,3.0
-7.6546,8.1586,-1.4165,3.0
-7.927,8.4991,-1.076,3.0
-8.1586,9.0439,-0.91256,3.0
-8.3084,9.8884,-1.9205,3.0
-8.4991,10.501,-3.6366,3.0
-6.8919,9.6977,-4.4402,3.0
-5.0123,8.6625,-3.9499,3.0
-4.1814,7.3958,-2.0703,3.0
-3.909,7.2733,-0.99429,3.0
-4.4402,7.464,-0.50395,3.0
-4.018,6.3198,-0.84446,3.0
-3.909,5.094,-0.99429,3.0
-4.3721,4.8216,-1.076,3.0
-4.3313,5.3664,-1.1441,3.0
-3.7592,5.9793,-1.4165,3.0
-4.2904,7.0553,-1.4165,3.0
-5.9793,8.0769,-0.69464,3.0
-7.6546,8.6625,0.31327,3.0
-8.431,9.2755,0.27241,3.0
-8.2676,10.42,-0.69464,3.0
-7.8181,10.038,-3.1054,3.0
-7.4367,9.9973,-4.018,3.0
-5.9385,10.12,-5.203,3.0
-4.3994,9.1937,-5.2438,3.0
-4.2495,7.6274,-4.6718,3.0
-5.4345,6.851,-3.8273,3.0
-5.598,6.851,-2.5606,3.0
-4.2904,6.4697,-1.5663,3.0
-3.2553,5.1757,-0.99429,3.0
-3.2961,4.4402,-1.9477,3.0
-3.8273,4.985,-2.0294,3.0
-4.3994,5.7069,-2.1793,3.0
-5.7069,6.0474,-3.4051,3.0
-6.7012,6.851,-2.6015,3.0
-7.1643,7.7364,-2.261,3.0
-7.5048,8.0769,-2.6832,3.0
-7.5048,8.54,-2.4925,3.0
-7.6274,9.4253,-3.0646,3.0
-8.1177,10.379,-5.1349,3.0
-6.9328,10.12,-5.3256,3.0
0.081722,8.3901,0.50395,19.0
-0.50395,8.3493,-0.081722,19.0
-0.57205,7.7772,-0.42223,19.0
-0.84446,7.8862,0.14982,19.0
-1.3348,8.8532,0.10896,19.0
-1.4165,10.379,-1.2258,19.0
0.10896,12.34,-0.29965,19.0
0.19068,13.797,1.6889,19.0
-2.7922,14.942,-1.7979,19.0
-2.0294,12.79,-3.1054,19.0
-0.88532,9.112,-2.6423,19.0
-1.7979,8.1995,-2.833,19.0
-2.4517,10.692,-3.4051,19.0
-0.29965,12.258,-2.6015,19.0
1.9477,10.992,-0.84446,19.0
1.3348,8.431,-0.10896,19.0
-0.27241,6.3607,-0.76274,19.0
-1.6889,5.598,-1.1169,19.0
-2.0703,6.5105,-1.3757,19.0
-0.91256,8.3901,-1.4574,19.0
-0.29965,9.8066,-1.076,19.0
-1.0351,10.188,-0.34051,19.0
-1.5255,9.3027,-0.0,19.0
-1.4574,9.8884,-0.46309,19.0
-1.185,12.068,-0.61292,19.0
-0.91256,12.572,-0.46309,19.0
-1.3757,11.564,-0.42223,19.0
-0.53119,14.206,-0.95342,19.0
1.7979,14.56,-1.757,19.0
2.2201,9.3844,-2.1384,19.0
2.0703,5.9793,-2.6015,19.0
2.152,7.3958,-4.3313,19.0
0.53119,9.4661,-4.6309,19.0
-1.7979,11.073,-0.42223,19.0
-0.69464,10.188,0.57205,19.0
0.72188,8.1995,-1.6481,19.0
0.53119,7.7772,-0.65378,19.0
0.50395,7.8862,-0.42223,19.0
0.14982,8.1177,-0.42223,19.0
-0.42223,8.7715,0.10896,19.0
-0.88532,9.3844,0.34051,19.0
-1.1441,9.2346,0.31327,19.0
-1.3076,8.6217,0.42223,19.0
-1.7979,8.8124,0.19068,19.0
-1.6889,10.188,-0.42223,19.0
-0.29965,11.264,0.42223,19.0
-0.14982,11.346,1.7298,19.0
-2.6015,12.108,-1.7979,19.0
-2.1112,11.073,-3.2144,19.0
-2.1112,10.733,-3.6775,19.0
-2.9148,11.346,-3.2961,19.0
-1.3757,11.182,-2.9829,19.0
0.23155,11.141,-2.5606,19.0
0.42223,11.182,-1.4574,19.0
-0.10896,9.9156,-0.95342,19.0
-1.0351,7.8181,-0.88532,19.0
-1.9205,6.3198,-0.69464,19.0
-1.8796,6.4016,-1.076,19.0
-0.84446,7.4367,-1.5663,19.0
-0.040861,8.4991,-1.4982,19.0
-0.10896,9.3027,-0.88532,19.0
-0.65378,9.6568,-0.34051,19.0
-0.84446,9.4253,-0.34051,19.0
-0.61292,9.8475,-0.84446,19.0
-0.69464,11.373,-0.84446,19.0
-0.91256,12.531,-0.61292,19.0
-1.2258,12.408,0.23155,19.0
-0.34051,13.716,-0.19068,19.0
1.3076,13.716,-1.4574,19.0
1.9205,10.038,-2.1384,19.0
1.4982,6.9736,-2.4108,19.0
1.4574,7.3958,-3.6775,19.0
0.081722,7.9679,7.4367,13.0
0.65378,7.8589,9.4661,13.0
-0.50395,6.3198,10.079,13.0
-3.5685,6.851,8.3901,13.0
-3.0237,7.6955,8.8124,13.0
-2.5606,7.2052,11.141,13.0
-2.1112,6.279,10.038,13.0
-2.1793,4.9033,8.6625,13.0
-1.8387,4.7126,9.1529,13.0
-0.10896,4.1406,7.0826,13.0
1.1169,4.3721,6.4697,13.0
-0.040861,4.3721,5.5162,13.0
-1.076,5.0123,4.9442,13.0
-0.72188,5.1757,5.4754,13.0
-0.72188,5.4073,6.4424,13.0
-1.3348,5.9793,6.9736,13.0
-1.6481,6.279,7.355,13.0
-1.6072,6.3198,7.246,13.0
-1.6072,6.9328,7.5457,13.0
-0.72188,7.8181,9.2755,13.0
-0.69464,7.2052,9.5751,13.0
-0.38137,6.7012,9.1937,13.0
-0.0,5.9793,9.5342,13.0
0.69464,5.4754,10.42,13.0
0.95342,5.0123,8.7715,13.0
0.040861,4.7535,6.7421,13.0
-0.19068,4.7535,6.7012,13.0
-0.34051,5.1349,6.9328,13.0
-0.65378,5.5571,6.3607,13.0
-1.1169,5.4345,6.2381,13.0
-1.3757,5.3256,6.4697,13.0
-1.4982,5.5571,6.2109,13.0
-1.3076,6.4697,6.0883,13.0
-0.76274,7.2052,6.8238,13.0
-0.69464,7.1234,7.0145,13.0
-1.076,7.0826,6.4016,13.0
-1.3757,7.0145,6.9328,13.0
-1.6481,6.9736,7.6274,13.0
-1.5255,6.7829,7.927,13.0
-1.9886,6.17,9.3844,13.0
-3.1463,6.4424,9.2346,13.0
-3.4051,6.7829,9.1529,13.0
-2.6832,5.4345,10.692,13.0
-2.0703,4.6037,9.3027,13.0
-2.1793,4.6309,8.0496,13.0
-2.2201,4.1814,8.431,13.0
-1.7298,3.9499,8.4719,13.0
-1.4574,4.522,7.4367,13.0
-1.5663,4.8216,6.7421,13.0
-2.1112,4.7944,5.9385,13.0
-2.4517,4.9442,5.8295,13.0
-1.8387,4.985,7.9679,13.0
-1.3076,5.8567,7.5457,13.0
-1.5255,6.2381,6.4424,13.0
-1.6072,6.1292,7.2052,13.0
-1.8796,6.0474,7.1643,13.0
-1.6889,6.2381,7.4367,13.0
-1.6889,6.7829,7.464,13.0
-1.5663,6.8238,8.0769,13.0
-1.1169,6.5105,9.2755,13.0
-0.69464,6.4697,9.9156,13.0
-0.38137,6.5922,9.112,13.0
-0.27241,6.3198,9.0848,13.0
-0.040861,5.1757,10.188,13.0
0.10896,4.4402,9.0848,13.0
0.081722,4.3994,7.355,13.0
-0.040861,5.2438,6.7012,13.0
-0.14982,6.0474,6.6331,13.0
-0.46309,5.9793,6.8919,13.0
-0.99429,5.3256,7.0553,13.0
-1.3348,5.0531,6.851,13.0
-1.5663,5.4345,6.279,13.0
-1.3348,5.9793,6.279,13.0
-0.99429,6.2381,6.4424,13.0
-4.6309,7.0145,-0.23155,16.0
-5.2438,8.0088,-1.185,16.0
-6.851,9.6977,-1.2667,16.0
-7.0145,10.842,0.50395,16.0
-8.431,10.529,1.7979,16.0
-9.3436,10.079,-1.2667,16.0
-6.4288,9.8066,-2.7513,16.0
-5.598,9.0848,-3.5958,16.0
